artist,tags
LOVEBITES,power metal | heavy metal | japanese | japan | metal | j-metal | female fronted metal | female vocalists | japanese metal | 4
hitomi,j-pop | japanese | female vocalists | anime | jpop | pop | asian | sexy | asian pop | electronic
Mary's Blood,power metal | japanese | metal | speed metal | j-rock | heavy metal | symphonic metal | female fronted metal | j-metal | rock
Aya Hirano,j-pop | japanese | anime | female vocalists | jpop | j-rock | pop | seiyuu | soundtrack | lucky star
DAZZLE VISION,j-rock | japanese | metalcore | female vocalists | screamo | j-metal | metal | rock | jrock | emo
Sokoninaru,j-rock | japanese | math rock | progressive rock | alternative rock | post-hardcore | rock | japan post-hardcore | japanese math rock | japanese post-hardcore
TACOYAKI RAINBOW,j-pop | pop | idol | jpop | idols | japanese pop | asian | 10s | japanese girl groups | asian pop
Dream,j-pop | japanese | pop | female vocalists | dubstep | jpop | girl group | dance | eurobeat | 00s
TRiDENT,black metal | death metal | blackened death metal | japanese | j-rock | metal | swedish | nwobhm | anime | rock
Team Syachihoko,idol | japanese | female vocalists | j-pop | jpop | girl group | pop | asian pop | asian | girl groups
Yui Ogura,j-pop | japanese | pop | jpop | female vocalists | japanese pop | anime | japanese female vocalists | seiyuu | asian
Hitomi Shimatani,j-pop | japanese | female vocalists | pop | jpop | asian | japanese pop | asian pop | anime | female
TEARS OF TRAGEDY,power metal | japanese | melodic speed metal | melodic power metal | j-rock | speed metal | japanese metal | symphonic metal | progressive metal | metal
FES☆TIVE,j-pop | japanese | jpop | pop | female vocalists | idol | girl group | girl band | girls | asian
Mr. C,electronic | dance | minimal | funk | nu-bluz funky grooves in the e-lounge | minimal techno
Ultimate Party Mixers,
Desmond Dennis,rnb | soul
Cupid,rnb | hip-hop | rap | soul | hip hop | dancehall | r&b | us | acoustic | pop
That Girl Lay Lay,
BeatBo,
The Palace Singers,
Super Siah,
Dede Sabunge,
Koo Koo Kanga Roo,pop | dance | usa | hip-hop | happy | minnesota | dance-pop | nerdcore | nerdcore hip-hop | united states
The Jamborees,
Dora The Explorer,tv | cartoon | nickelodeon | doracore | brutal death metal | childrens | soundtrack | dora | female vocalists | all
Cooltime Kids,
The Party Cats,
Secret Agent 23 Skidoo,
Blake Rules,american
Choo Choo Soul,children | childrens | music for my siah | machines | kindie rock
Mark D. Pencil,
BadKidMacei,
Big Mucci,
Kids Dance Party,
DJ Black Rock,
Patty Shukla,
Christopher Zondaflex Tyler,
Kidsounds,
Spookie Blue,
Debbie Doo,
Amy Liz,
John Archambault and David Plummer,
Rik Gaynor,
Grey Skye Evans,
Grandmaster Slice,
Ray Remesch,
Preschool Popstars,
Rock 'n' Rainbow,
"Diego, Dora & Friends",
Babyboomboom,
Pj Panda,
Coach Kody,
Top of the Bus,
Electric Slide DJ's,
KD Da Kid,
Mixx Master Lee,
"Christopher ""Zondaflex"" Tyler",
Mini Pop Kids,canada | pop | dance-pop | canadian group | 2004 | childrens | kidz bop
Jack Hartmann,children | florida | united states
Fresh The Clowns,
Lani Love,
Kids Rock Kidz,
Wobble Baby Wobble Baby,
Hip Hop Harry,kids positive | guitar | gangsta rap | hip hop | children | kids | hip-hop | childrens
Basho & Friends,
Poop Emoji,
Anthony Broughton,
The Kiddie Katz,
Line Dances,
Cody,danish | denmark is the new sweden | indie folk | eurobeat | singer-songwriter | indie | folk | dansk | nordic | sessions
Electric Slide Music Makers,
Miss Melodee,
Little Apple Band,kid music
Childrens DJ's,
Mee Wee,
Onyx Kids,
Roy Scott,
Electric Slide Party,
The Bad Kids,
Lil' Ron Ron,
Have Fun Teaching,children | kids | teacher | positive | math | educational | children's songs | school | sun | children's music
DJ Krazy,
Mister Rhythm,
Boston Soundlabs,
Delina,
Culture Queen,
Kids Rap Radio,
Penny Pincher,
Andy Z,kids | andy | kindie
Big Don,hip-hop | hip hop | under 1000 listeners | rating 8 stars - very good | sxsw 2010 | need to rate | 8 stars | virally male | under 2000 listeners | virally yours
Barry Carl,
Uncle Devin,
Chicken Dance Mix DJ's,
ZaZa,shoegaze | pop | dream pop | electronic | ndw | indie | experimental | neue deutsche welle | new york | thai
The Hampsters,pop | dance | novelty | furry | comedy | grindcore | techno | kids | all | hampton the hampster
GoKeeKeeGo,
Casper & Col'ta,rap | deutschrap | hip hop | hip-hop | german | german hiphop | deutsch | melancholic | german rap | emorap
DJ Cotton Eye Joe,
Afro Nursery Rhymes,
Chicken Dance Party,
Kids Hit Masters,
Freeze Dance DJ's,
Bunny Hop Dance Party,
Silly Kidz,
Dance Dance Dance!,
Cha Cha Slide DJ's,
Junior Jingles,
TheWickerTwinz,
Electric Slide Dance Party DJ's,
Kids Rap'n The Hits,kids | rap | children | childrens
The Nursery Rhymes Superstar,
Pina Colada Blues,pop | electronic | india
Sayanth S,
Gowry Lekshmi,
Sajeer Koppam,
K. S. Harisankar,indian | malayalam | playback singer
Sachin Warrier,indian | india | mollywood | kerala | born in kerala | born in kozhikode
Havoc Brothers,
Havoc Mathan,
Krishnaprasad,
Matadoria,
Marthyan,
Ribin Richard,
Nikhil Chandran,
Nikhil mathew,
Dhilip Varman,malaysian
Job Kurian,indian | india | malayalam | mollywood | playback singer | thiruvananthapuram | trivandrum | born in alleppey | born in alappuzha | born in allepey
Mugen Rao,
Ratty Adhiththan,
Noel Toms,
Najim Arshad,
Manjari,
Rahul Rajeev,
Thakara,thakara
Sangeeth,
NJ,japanese | pop | rnb | azerbaijani | azerbaijan
Niranj Suresh,
Street Academics,indian | hip-hop | malayalam | india
Roshan Jamrock,
Viveck Ji,
Prashan Sean,
Rinosh George,
Yogi B,hip-hop | hip hop | tamil | malaysia | tamil hip-hop | kuala lumpur
Mathan,technical death metal | death metal | deathcore | doom metal | technical | epic doom metal
ThirumaLi,hip-hop | rap | indian | india | malayalam
Sujatha,malayalam | kollywood | south asian roots | best of the best | all | religious | christian | india | download | lesser known yet streamable artists
Rohit Gopalakrishnan,
Rohit Matt,
Fejo,hip-hop | rap | indian | india | malayalam | kerala
Anil Raveendran,
Jaiz John,
Rabbit Mac,
Punitha Raja,
K. G. Markose,
Project Malabaricus,
Aromal Chekaver,indie
Parimal Shais,hip-hop | rap | indian | india
Vicanes Jay,
Hanumankind,india | rap | desi hip hop | hip-hop | malayalam hip hop | indian underground rap | indian indie
San Jaimt,
Thiyvya,
ADK Srirascol,
Vikadakavi,
Nomadic Voice,
Amal Antony Agustin,
Bharath Sajikumar,
Arvind Raj,
Elizabeth Raju,
Kester,danish | pop
Reyan,
Dabzee,indian | hip-hop | india
V3K,
Rzee,
Buggimaan,
Mathew T John,
OG Das,
Renjini Renjith,
Franco,congo | african | soukous | franco | congolese | africa | rock | opm | world | filipino
Yuna,malaysian | indie | female vocalists | folk | acoustic | pop | soul | indie pop | rnb | malaysia
Swetha,
Heritage United Musicians,
Santesh,
Don Valiyavelicham,
GWS,india
MC Couper,indian | rap | malayalam | india | south indian
Ababeel,
Wilson Piravom,
Kavya Ajit,
Psychomantra,
Gersson Edinbaro,indian | christian | tamil
Thaikkudam Bridge,metal | rock | india
SATTHIA,
Dr. Burn,malaysian
BATE,punk | punk rock | german | rock | alternative | the bates | indie | eschwege | zimbl | germany
Raj Pirate,
The Keys,garage rock | welsh | wales | power pop | 60s revival | psychedelic rock | ambient | alternative | psychedelic | french
Sadhu Kochu Kunju Upadesi,
Daddy Shaq,
Vrinda Shameek,
Sayanora Philip,
Virgoun,
Lagori & Friends,
wrldofdunkin,
Sudhanesh,
R. Zee,
Mithila Michael,
Mel Wayne,
Shaddy Danny,
Joy John,
Ashic Arun,
Dr. Blesson Memana,
Prasad,
Ram Nath RNB,
Nihal Sadiq,
Lil J,japanese | rap | japan | hip hop | drill
Alphonse Puthren,
Masala Coffee,india
Zealous,progressive metalcore | heavy metal | christian rock | metalcore | english | christian | british | japanese metal
Dopeboyghost,indian | india
Beat The System,grunge | rock | pop | postrock
Balan Kash,
Afgan,pop | indonesia | male vocalists | jazz | easy listening | indonesian | rnb | male solo | asian | ballad
Joe Flizzow,all | rap | malaysia | hip-hop | malaysian | too phat | hip hop | joe flizzow
Sheezay,
Anil Adoor,
Saleem,indian | soundtrack | world | malaysia | saleem iklim
D’MASIV,indonesia | death metal
Talitha.,female vocalists | malaysia | malaysian
Persis John,
Zubirkhan,
Sasi The Don,reggae | ragga | malaysian
Kalla Sha,hip-hop | rap | indian | india | malayalam | kerala
Jify,
Riya Das,
Insomniacks,malaysian | pop punk | malay | malaysia
Shreya Jayadeep,
Shabareesh Varma,all
MC Qiru,
Ak,chillout | ambient | rap | house | electronic | downtempo | hip-hop | deep house | future garage | progressive house
Tangerine Wong,mandopop | chinese | c-pop | pop | cpop | mandarin
Janna Nick,malaysia
DOLLA,hip-hop | rap | rnb | hip hop | soundtrack | pop | post-metal | malaysian | polish | black metal
Immanuel Henry,
Libin Scaria,
Fish Leong,female vocalists | c-pop | malaysia | chinese | pop | malaysian | asian | cpop | female vocalist | mandarin
Lordson Antony,
Ekalavyan,
"Dhilip Varman,Karthik",
Mc Nasrani,
Linerz Motorsports,
Darkkey,
Michael Wong,c-pop | chinese | cpop | pop | mandarin | male vocalists | malaysian | singer-songwriter | asian | piano
Fr. John Samuel,
Rap Tale,
Krish K,
Kumaresh Kamalakannan,
Sha Bro,
Bobby Xavier,
Switch - Lock Up,
Priscilla Abby,china
Hujan,rock | malaysian | alternative | indie rock | malaysia | alternative rock | malaysian strokes | hujan | underground | alternative metal
A.B.I,
Gagul Joseph,
Latha Hentry,
Aizat Amdan,emotional | alternative | malaysia
Viju Jeremiah Traven,
Namewee,pop | hip hop | hip-hop | comedy | c-pop | taiwanese | malaysia | malaysan
The Mash,rock | pop | male vocalists | folk | tv theme | 70s | belgian | under 2000 listeners | retro cheese madness | in english
Rakz Radiant,
Crishna,
Jon Liddell,
Penny Tai,chinese | female vocalists | pop | singer-songwriter | c-pop | malaysia | malaysian | mandarin | cpop | female vocalist
Bunkface,malaysian | alternative rock | pop punk | malaysia | all | punk rock | not indie rock
Frankie Ruiz,salsa | frankie ruiz | salsa boricua | latin | puerto rico | latin jazz | spanish | best salsa | franquie ruiz | tropicania
Guayacán Orquesta,latino | latin | colombia | salsa | choco | pacifico | colombian salsa
Tito Nieves,salsa | latin | puerto rican | salsa boricua | spanish | tito nieves | puerto rico | salsa romantica | best salsa | all
Celia Cruz,salsa | latin | cuban | female vocalists | spanish | cuba | celia cruz | dance | chillout | chill
Eddie Santiago,salsa | salsa romantica | latin | salsa boricua | eddie santiago | best salsa oldy1983 | eddy santiago | mambo | puerto rico | spanish
Grupo Niche,salsa | colombia | latin | cumbia | grupo niche | colombian | tropical | salsa romantica | niche | cali
LA INDIA,salsa | latin | puerto rico | dance | female vocalists | freestyle | spanish | india | latin freestyle | new york
La Sonora Dinamita,cumbia | latin | salsa | colombia | la sonora dinamita | world | cumbia colombiana | world music | tropical | colombian
